,Country_Code,GDP_Constant_USD_value_crisis,GDP_Constant_USD_value_pre_crisis,GDP_Constant_USD_crisis_year,GDP_Constant_USD_turn_around_year,GDP_Constant_USD_recovery_year_1_2,GDP_Constant_USD_recovery_year_3_4,GDP_Constant_USD_recovery_year,GDP_Constant_USD_recovery_year_1_2_str,GDP_Constant_USD_recovery_year_3_4_str,GDP_Constant_USD_recovery_year_str,GDP_Constant_USD_crisis_shock,GDP_Constant_USD_recovery_time_1_2,GDP_Constant_USD_recovery_time_3_4,GDP_Constant_USD_recovery_time,GDP_growth_rate_value_crisis,GDP_growth_rate_value_pre_crisis,GDP_growth_rate_crisis_year,GDP_growth_rate_turn_around_year,GDP_growth_rate_recovery_year_1_2,GDP_growth_rate_recovery_year_3_4,GDP_growth_rate_recovery_year,GDP_growth_rate_recovery_year_1_2_str,GDP_growth_rate_recovery_year_3_4_str,GDP_growth_rate_recovery_year_str,GDP_growth_rate_crisis_shock,GDP_growth_rate_recovery_time_1_2,GDP_growth_rate_recovery_time_3_4,GDP_growth_rate_recovery_time,revenue_deficit_value_crisis,revenue_deficit_value_pre_crisis,revenue_deficit_crisis_year,revenue_deficit_turn_around_year,revenue_deficit_recovery_year_1_2,revenue_deficit_recovery_year_3_4,revenue_deficit_recovery_year,revenue_deficit_recovery_year_1_2_str,revenue_deficit_recovery_year_3_4_str,revenue_deficit_recovery_year_str,revenue_deficit_crisis_shock,revenue_deficit_recovery_time_1_2,revenue_deficit_recovery_time_3_4,revenue_deficit_recovery_time,neg_govt_expenditure_value_crisis,neg_govt_expenditure_value_pre_crisis,neg_govt_expenditure_crisis_year,neg_govt_expenditure_turn_around_year,neg_govt_expenditure_recovery_year_1_2,neg_govt_expenditure_recovery_year_3_4,neg_govt_expenditure_recovery_year,neg_govt_expenditure_recovery_year_1_2_str,neg_govt_expenditure_recovery_year_3_4_str,neg_govt_expenditure_recovery_year_str,neg_govt_expenditure_crisis_shock,neg_govt_expenditure_recovery_time_1_2,neg_govt_expenditure_recovery_time_3_4,neg_govt_expenditure_recovery_time,Total_Revenue_excl_SC_value_crisis,Total_Revenue_excl_SC_value_pre_crisis,Total_Revenue_excl_SC_crisis_year,Total_Revenue_excl_SC_turn_around_year,Total_Revenue_excl_SC_recovery_year_1_2,Total_Revenue_excl_SC_recovery_year_3_4,Total_Revenue_excl_SC_recovery_year,Total_Revenue_excl_SC_recovery_year_1_2_str,Total_Revenue_excl_SC_recovery_year_3_4_str,Total_Revenue_excl_SC_recovery_year_str,Total_Revenue_excl_SC_crisis_shock,Total_Revenue_excl_SC_recovery_time_1_2,Total_Revenue_excl_SC_recovery_time_3_4,Total_Revenue_excl_SC_recovery_time,Tax_Revenue_value_crisis,Tax_Revenue_value_pre_crisis,Tax_Revenue_crisis_year,Tax_Revenue_turn_around_year,Tax_Revenue_recovery_year_1_2,Tax_Revenue_recovery_year_3_4,Tax_Revenue_recovery_year,Tax_Revenue_recovery_year_1_2_str,Tax_Revenue_recovery_year_3_4_str,Tax_Revenue_recovery_year_str,Tax_Revenue_crisis_shock,Tax_Revenue_recovery_time_1_2,Tax_Revenue_recovery_time_3_4,Tax_Revenue_recovery_time,Income_Taxes_value_crisis,Income_Taxes_value_pre_crisis,Income_Taxes_crisis_year,Income_Taxes_turn_around_year,Income_Taxes_recovery_year_1_2,Income_Taxes_recovery_year_3_4,Income_Taxes_recovery_year,Income_Taxes_recovery_year_1_2_str,Income_Taxes_recovery_year_3_4_str,Income_Taxes_recovery_year_str,Income_Taxes_crisis_shock,Income_Taxes_recovery_time_1_2,Income_Taxes_recovery_time_3_4,Income_Taxes_recovery_time,Value_Added_Tax_value_crisis,Value_Added_Tax_value_pre_crisis,Value_Added_Tax_crisis_year,Value_Added_Tax_turn_around_year,Value_Added_Tax_recovery_year_1_2,Value_Added_Tax_recovery_year_3_4,Value_Added_Tax_recovery_year,Value_Added_Tax_recovery_year_1_2_str,Value_Added_Tax_recovery_year_3_4_str,Value_Added_Tax_recovery_year_str,Value_Added_Tax_crisis_shock,Value_Added_Tax_recovery_time_1_2,Value_Added_Tax_recovery_time_3_4,Value_Added_Tax_recovery_time,Excise_Taxes_value_crisis,Excise_Taxes_value_pre_crisis,Excise_Taxes_crisis_year,Excise_Taxes_turn_around_year,Excise_Taxes_recovery_year_1_2,Excise_Taxes_recovery_year_3_4,Excise_Taxes_recovery_year,Excise_Taxes_recovery_year_1_2_str,Excise_Taxes_recovery_year_3_4_str,Excise_Taxes_recovery_year_str,Excise_Taxes_crisis_shock,Excise_Taxes_recovery_time_1_2,Excise_Taxes_recovery_time_3_4,Excise_Taxes_recovery_time,Trade_Taxes_value_crisis,Trade_Taxes_value_pre_crisis,Trade_Taxes_crisis_year,Trade_Taxes_turn_around_year,Trade_Taxes_recovery_year_1_2,Trade_Taxes_recovery_year_3_4,Trade_Taxes_recovery_year,Trade_Taxes_recovery_year_1_2_str,Trade_Taxes_recovery_year_3_4_str,Trade_Taxes_recovery_year_str,Trade_Taxes_crisis_shock,Trade_Taxes_recovery_time_1_2,Trade_Taxes_recovery_time_3_4,Trade_Taxes_recovery_time,Total_Non_Tax_Revenue_value_crisis,Total_Non_Tax_Revenue_value_pre_crisis,Total_Non_Tax_Revenue_crisis_year,Total_Non_Tax_Revenue_turn_around_year,Total_Non_Tax_Revenue_recovery_year_1_2,Total_Non_Tax_Revenue_recovery_year_3_4,Total_Non_Tax_Revenue_recovery_year,Total_Non_Tax_Revenue_recovery_year_1_2_str,Total_Non_Tax_Revenue_recovery_year_3_4_str,Total_Non_Tax_Revenue_recovery_year_str,Total_Non_Tax_Revenue_crisis_shock,Total_Non_Tax_Revenue_recovery_time_1_2,Total_Non_Tax_Revenue_recovery_time_3_4,Total_Non_Tax_Revenue_recovery_time
20,BGR,49948693651.00853,51806552050.90023,2009,2010,2011,2011,2013,2011,2011,2013,-1857858399.8917007,2,2,4,-3.5861456,7.344417999999999,2008,2010,2011,2018,2018,2011,Did not Recover,Did not Recover,-10.9305636,3,10,10,-8.1534729,-0.59633505,2009,2015,2015,2018,2018,2015,Did not Recover,Did not Recover,-7.55713785,6,9,9,-37.97654854577582,-31.875548237325077,2009,2015,2015,2016,2010,2015,2016,2010,-6.101000308450743,6,7,1,25.1753885220784,31.27921318089056,2009,2012,2013,2013,2018,2013,2013,Did not Recover,-6.103824658812162,4,4,9,18.51998320560958,23.708151021214537,2008,2012,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-5.188167815604956,10,10,10,4.4833802551099,7.185643814325067,2008,2012,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-2.702263559215167,10,10,10,8.148877982926447,10.376512918248212,2009,2012,2013,2018,2018,2013,Did not Recover,Did not Recover,-2.227634935321765,4,9,9,4.7872669628785935,5.6620597167580184,2009,2011,2015,2018,2018,2015,Did not Recover,Did not Recover,-0.8747927538794249,6,9,9,0.003465817812058,0.0039362338898637,2008,2009,2010,2010,2010,2010,2010,2010,-0.0004704160778056998,2,2,2,6.655405316468808,8.290445443491581,2010,2012,2012,2013,2013,2012,2013,2013,-1.6350401270227737,2,3,3
21,BHR,,22621864899.630383,2008,,,,,Trend,Trend,Trend,,,,,1.9838252,8.2924433,2008,2012,2013,2018,2018,2013,Did not Recover,Did not Recover,-6.3086181,5,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,27.39402089583118,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,1.363130434782609,2010,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,0.1810282404055033,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.9396459861367836,1.020482052343023,2009,2012,,,2010,Did not Recover,Did not Recover,2010,-0.08083606620623929,,,1,,26.158166959760013,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
22,BHS,9942763009.205557,10622859247.20519,2008,2010,2012,2012,2018,2012,2012,Did not Recover,-680096237.9996338,4,4,10,,1.4465433,2008,,,,,Trend,Trend,Trend,,,,,-2.0065458,0.79542089,2009,2014,2015,2018,2018,2015,Did not Recover,Did not Recover,-2.80196669,6,9,9,,-11.86754238421448,2008,,,,,Trend,Trend,Trend,,,,,12.789322503961971,13.57315219456584,2009,2011,2011,2011,2011,2011,2011,2011,-0.7838296906038682,2,2,2,10.8766442155309,12.12136614098423,2009,2011,2011,2011,2011,2011,2011,2011,-1.2447219254533302,2,2,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,5.369768805495057,6.660248447204969,2010,2017,2018,2018,2011,Did not Recover,Did not Recover,2011,-1.2904796417099123,8,8,1,1.2990343652371492,1.936435584051292,2010,2014,2014,2014,2016,2014,2014,2016,-0.6374012188141427,4,4,6
23,BIH,17028269113.564032,17555414776.19015,2009,2010,2011,2013,2013,2011,2013,2013,-527145662.6261196,2,4,4,-3.002754,5.8555875,2008,2010,2013,2018,2018,2013,Did not Recover,Did not Recover,-8.8583415,5,10,10,,-4.6485853,2008,,,,,Trend,Trend,Trend,,,,,,-36.07361257754007,2008,,,,,Trend,Trend,Trend,,,,,26.859684116222763,31.425027493606144,2008,2010,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-4.565343377383382,10,10,10,,25.28535832572159,2008,,,,,Trend,Trend,Trend,,,,,1.121235365033622,1.3885117209992692,2008,2009,2009,2009,2009,2009,2009,2009,-0.26727635596564725,1,1,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,0.0255461997168433,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,4.737524433422359,6.139669167884545,2008,2012,2014,2018,2018,2014,Did not Recover,Did not Recover,-1.402144734462186,6,10,10
24,BLR,54312557592.88773,49285442638.78478,2008,2009,2009,2009,2008,2009,2009,2008,5027114954.102951,1,1,0,-3.8295732000000005,10.199997999999999,2009,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-14.0295712,9,9,9,0.70618999,5.4422708,2009,2011,2011,2018,2018,2011,Did not Recover,Did not Recover,-4.73608081,2,9,9,-33.95036114115947,-34.65778225354113,2008,2009,2009,2009,2008,2009,2009,2008,0.7074211123816596,1,1,0,28.791150734062217,39.39263208488183,2009,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-10.601481350819615,9,9,9,23.457323794040626,36.33236547272187,2009,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-12.875041678681242,9,9,9,6.041887713588282,8.307051553441354,2009,2012,2012,2018,2018,2012,Did not Recover,Did not Recover,-2.2651638398530727,3,9,9,,12.586338727290778,2008,,,,,Trend,Trend,Trend,,,,,,3.079782587114067,2008,,,,,Trend,Trend,Trend,,,,,2.408996338996513,7.888026683514197,2009,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-5.479030344517684,9,9,9,3.060266612159952,3.8234631083093418,2008,2009,2009,2009,2009,2009,2009,2009,-0.7631964961493898,1,1,1
25,BLZ,,1300041567.4190009,2008,,,,,Trend,Trend,Trend,,,,,-0.58802724,3.228853,2009,2017,2017,2018,2010,2017,Did not Recover,2010,-3.8168802399999997,8,9,1,0.46193674,2.3289261000000003,2008,2010,2010,2010,2010,2010,2010,2010,-1.8669893600000003,2,2,2,-26.837849353767535,-23.15612130903776,2009,2017,2018,2018,2012,Did not Recover,Did not Recover,2012,-3.6817280447297733,9,9,3,25.21435165602873,26.05077089570638,2008,2009,2010,2010,2010,2010,2010,2010,-0.8364192396776495,2,2,2,21.850694340265377,23.142646331583947,2008,2009,2009,2010,2010,2009,2010,2010,-1.2919519913185695,1,2,2,,7.044249110633652,2008,,,,,Trend,Trend,Trend,,,,,7.881891847564722,9.23000693881864,2008,2012,2012,2012,2013,2012,2012,2013,-1.3481150912539182,4,4,5,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,4.697892259050437,6.613324574689162,2008,2017,2018,2018,2011,Did not Recover,Did not Recover,2011,-1.915432315638725,10,10,3,2.6124707069702984,3.363657315763352,2009,2013,2013,2013,2010,2013,2013,2010,-0.7511866087930534,4,4,1
26,BMU,,6194616021.028154,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,2.8458943,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
27,BOL,,17200478143.02855,2008,,,,,Trend,Trend,Trend,,,,,3.3570015,6.1484966,2009,2010,2011,2013,2013,2011,2013,2013,-2.7914950999999997,2,4,4,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,-21.811043448482103,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,12.30214105428066,13.000646262448841,2009,2011,2011,2011,2011,2011,2011,2011,-0.6985052081681804,2,2,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.299823269643163,2.2997990466852407,2008,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.9999757770420776,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,5.1010592100294545,9.100452383714186,2009,2014,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-3.999393173684732,9,9,9
28,BRA,2053965689829.479,2056552321671.492,2009,2010,2010,2010,2010,2010,2010,2010,-2586631842.0129395,1,1,1,-0.12577492,6.0603514,2008,2010,2010,2010,2010,2010,2010,2010,-6.18612632,2,2,2,-1.4159638,3.6208441,2009,2011,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-5.0368078999999994,9,9,9,-30.75496272357114,-26.809687764588407,2008,2012,2018,2018,2009,Did not Recover,Did not Recover,2009,-3.9452749589827327,10,10,1,28.85202157726601,30.926302856712628,2009,2011,2016,2016,2018,2016,2016,Did not Recover,-2.074281279446616,7,7,9,22.58780092315902,25.75671385061284,2009,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-3.168912927453821,9,9,9,6.611008662667526,7.708999227150255,2009,2015,2016,2018,2018,2016,Did not Recover,Did not Recover,-1.0979905644827292,7,9,9,,15.608762829709748,2008,,,,,Trend,Trend,Trend,,,,,,0.3042552330500681,2008,,,,,Trend,Trend,Trend,,,,,0.4795211245273228,0.5562684163144013,2009,2010,2010,2010,2011,2010,2010,2011,-0.07674729178707845,1,1,2,4.471274198430736,5.169566837345696,2009,2010,2010,2010,2010,2010,2010,2010,-0.6982926389149604,1,1,1
29,BRB,4517907385.429979,4704826757.348914,2009,2010,2015,2016,2016,2015,2016,2016,-186919371.91893482,6,7,7,,1.7642810000000002,2008,,,,,Trend,Trend,Trend,,,,,,-2.2102367999999997,2008,,,,,Trend,Trend,Trend,,,,,,-29.25719086091743,2008,,,,,Trend,Trend,Trend,,,,,24.727387769937987,27.94107438136827,2010,2014,2015,2018,2018,2015,Did not Recover,Did not Recover,-3.2136866114302833,5,8,8,23.071172076117172,25.959754610611895,2008,2014,2015,2015,2017,2015,2015,2017,-2.8885825344947236,7,7,9,6.834160145392346,10.015678444587081,2008,2014,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-3.1815182991947353,10,10,10,8.29980687493002,8.936294929396661,2008,2010,2010,2010,2011,2010,2010,2011,-0.6364880544666409,2,2,3,,1.7471364997860501,2008,,,,,Trend,Trend,Trend,,,,,2.077298163699474,2.322465875053487,2008,2010,2010,2014,2014,2010,2014,2014,-0.24516771135401294,2,6,6,,3.22641438808644,2010,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
30,BRN,13360145141.18079,13869146021.2688,2008,2010,2010,2011,2011,2010,2011,2011,-509000880.0880108,2,3,3,-2.465518,0.15457833,2008,2017,2017,2017,2010,2017,2017,2010,-2.62009633,9,9,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,22.75209550419101,50.16533662536925,2009,2017,2018,2018,2012,Did not Recover,Did not Recover,2012,-27.41324112117824,9,9,3,,32.776332613200466,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,32.07530532163485,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.6172567347118734,0.7379893455842823,2008,2009,2009,2009,2009,2009,2009,2009,-0.12073261087240894,1,1,1,,18.063633253506673,2008,,,,,Trend,Trend,Trend,,,,
31,BTN,,1269887377.454541,2008,,,,,Trend,Trend,Trend,,,,,2.1424997,17.925831,2008,2014,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-15.783331299999999,10,10,10,0.19357873,4.0997567,2008,2012,2014,2018,2018,2014,Did not Recover,Did not Recover,-3.9061779700000003,6,10,10,-23.867996068504052,-18.82129409583213,2008,2010,2012,2014,2014,2012,2014,2014,-5.046701972671922,4,6,6,19.67251914876681,24.75719021226409,2010,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-5.084671063497279,8,8,8,9.089599905898252,8.496224230353208,2008,2009,2009,2009,2008,2009,2009,2008,0.5933756755450439,1,1,0,5.024728428930044,4.818411688300139,2008,2009,2009,2009,2008,2009,2009,2008,0.20631674062990513,1,1,0,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.7316567538352867,1.18661149838611,2008,2009,2009,2009,2008,2009,2009,2008,0.5450452554491767,1,1,0,0.2758003053294567,0.3745186140095786,2008,2011,2011,2011,2012,2011,2011,2012,-0.09871830868012188,3,3,4,5.279642992028442,15.153022505815859,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-9.873379513787416,9,9,9
32,BWA,11778027466.49622,12754003367.41234,2009,2010,2010,2010,2010,2010,2010,2010,-975975900.9161205,1,1,1,,8.2767687,2008,,,,,Trend,Trend,Trend,,,,,,11.682692,2008,,,,,Trend,Trend,Trend,,,,,,-30.090572375354036,2008,,,,,Trend,Trend,Trend,,,,,,41.773264038836686,2008,,,,,Trend,Trend,Trend,,,,,21.95631223899775,27.3751689618715,2009,2011,2012,2012,2018,2012,2012,Did not Recover,-5.418856722873748,3,3,9,8.936869950668477,10.78545522677695,2009,2013,2013,2013,2013,2013,2013,2013,-1.848585276108473,4,4,4,,5.857790982454731,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,6.64846343291573,11.667386416094589,2008,2011,2012,2012,2012,2012,2012,2012,-5.018922983178858,4,4,4,,16.06033982100576,2008,,,,,Trend,Trend,Trend,,,,
33,CAF,,1856769161.911035,2008,,,,,Trend,Trend,Trend,,,,,,4.607532,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,9.93961328246217,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,7.540403272707017,8.08965764083312,2009,2012,2012,2012,2010,2012,2012,2010,-0.5492543681261033,3,3,1,,1.712086498414537,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.834462376925326,1.72397598798686,2008,2012,2012,2012,2008,2012,2012,2008,0.11048638893846618,4,4,0,0.6273916386672729,2.865366986929884,2008,2011,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-2.2379753482626112,10,10,10
34,CAN,1565201220603.9631,1612771324291.3518,2009,2010,2010,2010,2010,2010,2010,2010,-47570103687.38867,1,1,1,,2.0627506,2008,,,,,Trend,Trend,Trend,,,,,15.42734,19.482885,2008,2011,2014,2015,2018,2014,2015,Did not Recover,-4.055545,6,7,10,-19.12965945524149,-17.00728043662283,2008,2011,2011,2013,2014,2011,2013,2014,-2.1223790186186626,3,5,6,34.50049812832327,36.490165625039616,2008,2013,2015,2016,2017,2015,2016,2017,-1.9896674967163435,7,8,9,26.264624871763075,27.82223425833196,2008,2012,2015,2015,2015,2015,2015,2015,-1.5576093865688847,7,7,7,14.46300099036643,15.92221562313806,2008,2011,2015,2015,2016,2015,2015,2016,-1.45921463277163,7,7,8,4.167532286486748,4.6974850094443665,2008,2009,2009,2015,2015,2009,2015,2015,-0.5299527229576189,1,7,7,1.265419745499509,1.4426007504785567,2008,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.17718100497904765,10,10,10,0.2065364184748357,0.2427012157245541,2008,2011,2014,2015,2015,2014,2015,2015,-0.03616479724971841,6,7,7,8.056374408940197,8.667931366707657,2008,2010,2017,2018,2018,2017,Did not Recover,Did not Recover,-0.6115569577674602,9,10,10
35,CEB,1290141615627.765,1336954710721.189,2009,2010,2011,2011,2011,2011,2011,2011,-46813095093.42407,2,2,2,,6.395315599999999,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-37.97442056332233,-34.92031888591118,2008,2010,2015,2017,2018,2015,2017,Did not Recover,-3.054101677411154,7,9,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
36,CHE,566764738131.4795,579645072565.3313,2009,2010,2010,2010,2010,2010,2010,2010,-12880334433.851807,1,1,1,-2.2221083999999998,4.1118803,2008,2010,2010,2010,2018,2010,2010,Did not Recover,-6.3339887,2,2,10,10.039729,11.198496,2009,2015,2015,2017,2017,2015,2017,2017,-1.158767000000001,6,8,8,-17.405966426541642,-15.954808420771078,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.451158005770564,9,9,9,26.94177004707255,26.264280251349177,2008,2013,2013,2013,2008,2013,2013,2008,0.6774897957233712,5,5,0,20.00190378567788,20.49735289579456,2010,2013,2015,2015,2015,2015,2015,2015,-0.4954491101166809,5,5,5,12.039317859197109,12.505664006630928,2010,2011,2011,2015,2015,2011,2015,2015,-0.4663461474338195,1,5,5,,3.969948963178084,2008,,,,,Trend,Trend,Trend,,,,,,1.3053686335431822,2008,,,,,Trend,Trend,Trend,,,,,0.1608824738939765,0.1804588487285185,2008,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.019576374834542,10,10,10,6.751158577563088,6.9215176688489155,2009,2012,2012,2012,2010,2012,2012,2010,-0.17035909128582727,3,3,1
37,CHI,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
38,CHL,206471018816.0375,209752043005.2036,2009,2010,2010,2010,2010,2010,2010,2010,-3281024189.166107,1,1,1,,4.9053283,2008,,,,,Trend,Trend,Trend,,,,,-3.8030479,7.9018259,2008,2010,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-11.704873800000001,10,10,10,,-16.31628257180964,2008,,,,,Trend,Trend,Trend,,,,,17.607540522784017,24.218108706937624,2008,2010,2011,2018,2018,2011,Did not Recover,Did not Recover,-6.610568184153607,3,10,10,13.82586667639416,17.826661029010012,2008,2010,2011,2011,2018,2011,2011,Did not Recover,-4.000794352615852,3,3,10,,7.945036985489472,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,8.441556302256933,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.241125945553331,1.433392630187368,2008,2009,2010,2010,2011,2010,2010,2011,-0.19226668463403707,2,2,3,,0.3312812437885664,2008,,,,,Trend,Trend,Trend,,,,,,6.857626363561094,2008,,,,,Trend,Trend,Trend,,,,
39,CHN,,4596579616811.106,2008,,,,,Trend,Trend,Trend,,,,,6.6999955,14.231391,2008,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-7.5313955,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,22.878916588239623,31.40042072456449,2008,2009,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-8.521504136324868,10,10,10,18.35627233872744,17.15082407076359,2008,2009,2009,2009,2008,2009,2009,2008,1.205448267963849,1,1,0,4.322684593464303,4.704281071303375,2009,2011,2011,2011,2011,2011,2011,2011,-0.38159647783907147,2,2,2,9.609454886015218,10.11856253828535,2008,2010,2010,2010,2010,2010,2010,2010,-0.5091076522701314,2,2,2,1.147711451551657,0.8747780354055028,2008,2009,2009,2009,2008,2009,2009,2008,0.2729334161461543,1,1,0,0.3566754159910257,0.5617474495122508,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.20507203352122505,9,9,9,3.6358840551930314,14.2495966538009,2008,2012,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-10.613712598607869,10,10,10
40,CIV,,23038394863.97849,2008,,,,,Trend,Trend,Trend,,,,,-4.3872528,3.2514536,2010,2012,2012,2012,2012,2012,2012,2012,-7.6387064,2,2,2,-4.8409958,-2.3464241,2008,2017,2018,2018,2011,Did not Recover,Did not Recover,2011,-2.4945717,10,10,3,-18.59805611856692,-15.05226292147439,2008,2016,2018,2018,2009,Did not Recover,Did not Recover,2009,-3.5457931970925287,10,10,1,11.81853243206238,12.705838761871851,2008,2011,2011,2011,2011,2011,2011,2011,-0.887306329809471,3,3,3,10.92369243987906,10.903544767910928,2008,2009,2009,2009,2008,2009,2009,2008,0.020147671968132386,1,1,0,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.4983577051167659,1.8022939939609162,2008,2011,2011,2011,2013,2011,2011,2013,-1.3039362888441501,3,3,5
